コード,銘柄名,price,volume,marketCapacity,pbr,per
9075,福山通運,4640,82500,170732273664,0.61028343,28.328959
9076,セイノーホールディングス,2400,458500,358289965056,0.8878981,17.391304
9081,神奈川中央交通,3800,7600,46630354944,0.7572813,14.814815
9090,ＡＺ－ＣＯＭ丸和ホールディングス,1006,160000,135491346432,2.200499,16.722075
9110,ＮＳユナイテッド海運,6660,125000,156947005440,0.9134545,7.651127
9119,飯野海運,1482,163000,156799975424,1.0477082,9.6711035
9142,九州旅客鉄道,4100,318500,630127198208,1.3373559,14.662757
9143,ＳＧホールディングス,1466,1579100,878375010304,1.6806568,16.181015
92025,ＡＮＡホールディングス,4980,500,0,1.979488,0.0
9216,ビーウィズ,1630,85300,23058546688,2.841865,51.549652
9229,サンウェルズ,380,88600,12324353024,1.7346053,0.0
9247,ＴＲＥホールディングス,1656,223100,79039717376,1.0042505,4.985099
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,4475,181100,136021721088,2.4604135,19.26803
9273,コーア商事ホールディングス,870,47300,36643098624,1.2926135,10.07061
9274,ＫＰＰグループホールディングス,863,170100,54501498880,0.65465826,8.210446
9278,ブックオフグループホールディングス,1529,77100,26828910592,1.4614125,14.084377
9279,ギフトホールディングス,3805,88700,76099043328,7.363927,40.98449
9301,三菱倉庫,1267,1424100,453291507712,1.1923463,14.748661
9302,三井倉庫ホールディングス,3816,166100,285606674432,2.2999036,92.598885
9303,住友倉庫,3635,117300,277025488896,0.9988247,12.936404
9304,澁澤倉庫,1311,48000,73632358400,1.1376011,13.550387
9305,ヤマタネ,2363,40100,50348941312,0.8470296,16.339373
9310,日本トランスシティ,1187,51900,74195214336,0.78640205,12.39169
9319,中央倉庫,1559,58500,28216846336,0.598755,15.6746435
9324,安田倉庫,2209,25300,63981375488,0.64479655,20.079992
9332,ＮＩＳＳＯホールディングス,720,49700,24323350528,1.4473147,15.05961
9336,大栄環境,4045,76800,404021411840,4.073256,28.818752
9341,ＧＥＮＯＶＡ,610,57000,10569184256,1.6175653,18.62027
9347,日本管財ホールディングス,2813,28800,102170828800,1.4412588,14.184146
9364,上組,5231,269200,523727437824,1.3450184,18.587215
9381,エーアイテイー,2239,21100,52602150912,2.708519,16.611025
9401,ＴＢＳホールディングス,6008,201200,941944012800,0.9383447,17.064789
9404,日本テレビホールディングス,3892,371000,963413606400,0.98666155,17.421665
9405,朝日放送グループホールディングス,856,66500,35771944960,0.4481746,6.207397
9409,テレビ朝日ホールディングス,3420,153700,343844519936,0.7550352,10.570889
9412,スカパーＪＳＡＴホールディングス,2086,761400,591255371776,2.0376446,27.932512
9413,テレビ東京ホールディングス,4485,63100,119417487360,1.133929,12.88645
9416,ビジョン,1267,176300,62317727744,3.135743,17.543617
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,2026,526100,365439582208,3.7454083,19.880285
9424,日本通信,152,1948400,25355003904,5.947723,24.165342
94345,ソフトバンク第１回社債型種類株式,3801,4200,0,62.372826,0.0
94346,ソフトバンク第２回社債型種類株式,7651,14900,0,125.54972,0.0
9435,光通信,43760,115900,1922857828352,1.8136239,13.774087
9438,エムティーアイ,735,50400,40783519744,2.2149296,11.947334
9449,ＧＭＯインターネットグループ,3995,217400,400116219904,4.1021357,25.640203
9468,ＫＡＤＯＫＡＷＡ,3232,649500,473644072960,1.9045318,81.308174
9470,学研ホールディングス,1090,94500,45143535616,0.87504447,12.754505
9474,ゼンリン,1077,77100,57497366528,1.1835113,19.266546
9504,中国電力,1002,1261300,360306081792,0.48063615,3.228925
9505,北陸電力,978,544900,204501041152,0.47627828,2.9603531
9506,東北電力,1156,2325800,578619441152,0.54126006,3.51862
9507,四国電力,1564,460300,321687158784,0.68250954,4.1964045
9508,九州電力,1718,1915100,812241125376,0.74080044,4.7236733
9509,北海道電力,1109,3114400,227738222592,0.51435345,3.9984138
9511,沖縄電力,1106,130200,60072833024,0.46653435,10.009955
9513,電源開発,3245,780900,576241729536,0.43184927,5.524815
9517,イーレックス,626,254000,48844701696,0.7523713,24.568289
9519,レノバ,668,534600,60436033536,0.6479103,9.832205
9533,東邦瓦斯,4904,155300,455779811328,1.0100571,16.94892
9534,北海道瓦斯,804,127200,70941155328,0.77982163,6.0242767
9535,広島ガス,371,139400,25500899328,0.37168428,12.006473
9536,西部ガスホールディングス,2237,100000,80788987904,0.7650097,9.225122
9543,静岡ガス,1197,193700,90167140352,0.70670545,12.953143
9551,メタウォーター,3345,79500,146044338176,1.8534721,14.662692
9552,Ｍ＆Ａ総研ホールディングス,1172,184800,63347462144,12.41131,25.123257
9600,アイネット,2514,8100,38357585920,1.9197992,18.975016
9601,松竹,11830,35200,162595684352,1.5764867,39.216335
9603,エイチ・アイ・エス,1330,433600,99383279616,1.7801001,12.12066
9605,東映,5690,130300,355552362496,1.2535295,17.605743
9612,ラックランド,1878,60200,19300718592,1.6688899,46.50817
9616,共立メンテナンス,2995,543900,259016720384,2.0499501,17.452225
9619,イチネンホールディングス,2149,24300,50882777088,0.74456424,7.097328
9621,建設技術研究所,2986,29700,82696658944,1.3095968,14.705737
9622,スペース,1585,36600,38836830208,1.1633967,15.198006
9627,アインホールディングス,6509,118000,228291608576,1.577552,24.630114
9628,燦ホールディングス,1517,49000,31255023616,0.8276628,6.648843
9629,ピー・シー・エー,1953,14700,39161421824,2.1645718,24.752851
9644,タナベコンサルティンググループ,762,54300,24701681664,2.3388295,23.309881
9658,ビジネスブレイン太田昭和,3585,21200,38751268864,1.3108474,14.771323
9663,ナガワ,6220,17100,97195597824,1.6231983,24.509418
9672,東京都競馬,5670,55600,151342432256,1.5781655,15.082995
9678,カナモト,3985,76000,138381344768,0.9426018,12.690275
9682,ＤＴＳ,1259,291700,200620212224,3.4185388,17.635523
9684,スクウェア・エニックス・ホールディングス,2797,1428400,1008672571392,3.0243049,44.447094
9692,シーイーシー,2384,104200,74405748736,1.8323381,18.082525
9697,カプコン,3650,4505900,1526744350720,6.2268834,25.125628
9699,ニシオホールディングス,4650,26000,129095606272,0.93187624,10.66098
9702,アイ・エス・ビー,1772,14900,20312422400,1.4581783,11.97621
9706,日本空港ビルデング,4620,342500,428841598976,2.1780772,14.8366995
9715,トランス・コスモス,3925,46800,147080642560,1.2402134,11.454838
9716,乃村工藝社,1318,554500,147079299072,2.5424678,14.204117
9719,ＳＣＳＫ,5684,302600,1777806999552,5.631944,28.901205
9722,藤田観光,2717,301700,162802204672,5.3639784,17.211452
9729,トーカイ,2541,35700,78478376960,0.9748529,18.082834
9739,ＮＳＷ,2555,14400,38067908608,1.0457643,11.123689
9740,セントラル警備保障,3055,27400,42678538240,1.0915393,14.224519
9742,アイネス,1933,24100,40231706624,1.0550365,30.95772
9743,丹青社,1614,439800,76238282752,2.1245704,12.224495
9744,メイテックグループホールディングス,3607,231600,278484877312,5.9039783,19.684566
9746,ＴＫＣ,4300,56900,220542353408,2.0327232,18.348623
9755,応用地質,2947,87600,67154309120,0.88688844,14.684339
9757,船井総研ホールディングス,1157,269100,105153732608,4.6129985,23.14926
9759,ＮＳＤ,3479,156400,264803581952,4.019433,21.739674
9765,オオバ,1138,18900,18102380544,1.3340367,14.124364
9769,学究社,2458,9500,26714028032,3.4451923,15.431944
9788,ナック,547,36700,22880231424,1.0353985,15.17337
9790,福井コンピュータホールディングス,3255,40600,67297738752,2.4244437,16.051088
9793,ダイセキ,3420,215200,161719386112,2.028027,17.8889
9795,ステップ,2437,9300,38214909952,1.4015695,14.3058405
9824,泉州電業,5500,24600,94175617024,1.6131772,14.204545
9830,トラスコ中山,2429,91000,160169672704,0.8819889,9.242066
9831,ヤマダホールディングス,532,3331200,352305119232,0.56431353,13.717816
9832,オートバックスセブン,1645,143400,129182007296,0.96845317,12.902973
9837,モリト,1754,75400,43164610560,1.1304183,13.020562
9842,アークランズ,1847,239400,116035665920,0.9167573,12.077421
9850,グルメ杵屋,990,85500,22645282816,2.4811285,66.22073
9861,吉野家ホールディングス,3033,622400,196318117888,2.973786,46.298275
9869,加藤産業,6560,25400,201009446912,1.1954514,15.408465
9880,イノテック,2223,125900,27522265088,1.165269,22.522797
9882,イエローハット,1664,131800,143471968256,1.194317,12.853391
9887,松屋フーズホールディングス,6510,24500,124102164480,2.6573772,46.08197
9889,ＪＢＣＣホールディングス,1624,164900,111823323136,3.8934107,21.880894
9900,サガミホールディングス,1901,50400,57568927744,3.0519521,36.898293
9902,日伝,2577,21900,76120268800,0.86134225,15.060488
9928,ミロク情報サービス,1997,43100,59798478848,1.9649227,12.34545
9932,杉本商事,1434,24800,25063831552,0.7616203,14.903346
9934,因幡電機産業,2589,167600,289893810176,1.5849193,14.064961
9936,王将フードサービス,3235,117600,169346547712,2.7432086,22.074377
9946,ミニストップ,2144,203800,62193623040,2.0870183,0.0
9948,アークス,3430,135300,182758391808,0.9741136,15.723126
9956,バローホールディングス,3345,61400,176178348032,0.9893052,12.98676
9960,東テク,3830,49600,157728210944,2.4066315,13.2626915
9962,ミスミグループ本社,2581,1125600,693422391296,1.9716694,21.977179
9974,ベルク,7480,37700,155815313408,1.3445549,12.610426
9987,スズケン,6337,208300,436847345664,1.0924127,15.037612
9989,サンドラッグ,4202,381100,491562139648,1.771663,15.47983
9990,サックスバー　ホールディングス,812,119800,23593541632,0.79910403,10.857066
9991,ジェコス,1518,24800,51075248128,0.74710715,9.216758
9997,ベルーナ,999,128000,96146325504,0.6734538,10.060423
